Depth (ft),SP,DT (edited)
13180.5,-42.20598133,116.2682603
13181,-42.16893877,116.356795
13181.5,-42.12114366,116.4231961
13182,-42.15678367,116.4895972
13182.5,-42.3060233,116.5559982
13183,-42.52995487,116.6223993
13183.5,-42.78838898,116.6888004
13184,-43.10304586,116.7994688
13184.5,-43.52925082,116.7994688
13185,-44.05148164,116.0911908
13185.5,-44.5261891,115.5599823
13186,-44.76088647,114.6746348
13186.5,-44.66701235,114.6746348
13187,-44.34120576,114.4975653
13187.5,-43.99285408,114.3647632
13188,-43.79731863,114.1434263
13188.5,-43.80813704,114.1434263
13189,-43.97837092,113.8778221
13189.5,-44.22706446,114.5949535
13190,-44.47846331,115.312085
13190.5,-44.66809816,116.0292165
13191,-44.74805882,116.7463479
13191.5,-44.70901198,117.4634794
13192,-44.58614992,118.6586985
13192.5,-44.43428087,118.6586985
13193,-44.28943936,117.1978752
13193.5,-44.15385267,116.1022576
13194,-44.01546589,115.0066401
13194.5,-43.88031686,113.9110226
13195,-43.7648854,112.8154051
13195.5,-43.6585966,112.5498008
13196,-43.5188423,112.5498008
13196.5,-43.32716277,112.5498008
13197,-43.16016317,114.8074369
13197.5,-43.17946468,117.065073
13198,-43.52362697,117.065073
13198.5,-44.19347113,116.8990704
13199,-45.03949831,116.7994688
13199.5,-45.86580371,116.0993598
13200,-46.56483379,115.3992509
13200.5,-47.1753924,114.6991419
13201,-47.82431963,113.999033
13201.5,-48.59533854,113.0810093
13202,-49.42159595,113.9442231
13202.5,-50.09291669,115.1975432
13203,-50.38438554,116.4508632
13203.5,-50.21427928,117.8085334
13204,-49.69871851,119.6266284
13204.5,-49.05642501,119.8101089
13205,-48.45534836,119.3701725
13205.5,-47.93644918,119.3021896
13206,-47.45336085,118.9979037
13206.5,-46.95183572,118.8676816
13207,-46.40508884,118.6279376
13207.5,-45.818742,118.3888136
13208,-45.23514104,118.9762164
13208.5,-44.74054105,119.661168
13209,-44.43238503,120.4782579
13209.5,-44.35268554,121.2502456
13210,-44.44991977,120.3189003
13210.5,-44.61181696,118.7621239
13211,-44.74293166,117.6285698
13211.5,-44.81752754,116.140239
13212,-44.87711501,114.7766268
13212.5,-44.97682816,113.4130146
13213,-45.12790955,112.2841966
13213.5,-45.27548353,115.9667995
13214,-45.3296744,119.1084551
13214.5,-45.22690093,122.2501107
13215,-44.96856232,124.7675963
13215.5,-44.60812816,123.2853032
13216,-44.2112198,122.0486941
13216.5,-43.83412561,120.812085
13217,-43.53515834,119.5754759
13217.5,-43.3775774,118.3388668
13218,-43.39679575,117.1022576
13218.5,-43.56606369,115.8656485
13219,-43.80656006,114.940239
13219.5,-44.04016998,116.5089641
13220,-44.23764326,117.7622842
13220.5,-44.41744872,119.0156043
13221,-44.60366584,120.2689243
13221.5,-44.78461403,121.5803453
13222,-44.90205787,120.7197875
13222.5,-44.88000455,119.8173971
13223,-44.68060377,118.9150066
13223.5,-44.34051682,118.0126162
13224,-43.94314357,116.7994688
13224.5,-43.5417844,116.7994688
13225,-43.11898244,118.4594954
13225.5,-42.64171042,119.4621514
13226,-42.15848224,120.7835325
13226.5,-41.8135567,120.1269588
13227,-41.74286333,119.164409
13227.5,-41.95555317,118.2018592
13228,-42.33227271,117.2393094
13228.5,-42.73547134,116.2767596
13229,-43.10169995,115.3142098
13229.5,-43.42404812,114.4090305
13230,-43.67591344,116.6046923
13230.5,-43.78995753,118.6768482
13231,-43.71829379,120.749004
13231.5,-43.4915659,122.6427623
13232,-43.20238446,122.1345728
13232.5,-42.9296498,121.6666667
13233,-42.69211614,121.1987605
13233.5,-42.46627866,120.7835325
13234,-42.23235921,121.7875166
13234.5,-41.99177466,123.1739708
13235,-41.75070799,123.1739708
13235.5,-41.50374263,123.2718017
13236,-41.24639399,123.3386454
13236.5,-40.99592312,123.439575
13237,-40.78594442,123.439575
13237.5,-40.63877232,126.3529217
13238,-40.55151995,128.3081009
13238.5,-40.51639103,130.2632802
13239,-40.55182193,132.2184595
13239.5,-40.69566145,133.7981408
13240,-40.96599078,120.5179283
13240.5,-41.33057096,122.663568
13241,-41.72606144,125.1367862
13241.5,-42.10655633,127.6100044
13242,-42.46711338,130.3452855
13242.5,-42.82196964,130.3452855
13243,-43.17502583,130.3452855
13243.5,-43.52327466,126.4110226
13244,-43.87933869,123.9043825
13244.5,-44.26578193,121.3977424
13245,-44.67239171,118.8911023
13245.5,-45.0279499,117.065073
13246,-45.2345999,118.5312085
13246.5,-45.24233997,119.684263
13247,-45.09075827,120.8373174
13247.5,-44.87665811,121.9903719
13248,-44.68077214,123.1739708
13248.5,-44.52259993,125.0332005
13249,-44.37632324,125.0332005
13249.5,-44.21460384,125.0332005
13250,-44.03537631,125.0332005
13250.5,-43.85599869,123.5292165
13251,-43.69136246,121.0491368
13251.5,-43.53821302,121.0491368
13252,-43.37722944,122.9455511
13252.5,-43.19278798,124.7675963
13253,-42.99768672,124.5212483
13253.5,-42.83961827,124.1703187
13254,-42.77497443,123.8193891
13254.5,-42.82672595,123.4684595
13255,-42.96665104,122.9083665
13255.5,-43.13735793,122.9083665
13256,-43.29542147,123.3776007
13256.5,-43.43169047,123.7118194
13257,-43.56200225,124.2363878
13257.5,-43.70224098,124.2363878
13258,-43.85367967,123.4332005
13258.5,-44.00596655,122.8717132
13259,-44.14875538,122.3102258
13259.5,-44.28054991,121.7487384
13260,-44.41587988,121.187251
13260.5,-44.57199096,120.5179283
13261,-44.74096692,121.544046
13261.5,-44.88850366,122.814077
13262,-44.99240577,124.084108
13262.5,-45.09174968,125.564409
13263,-45.28129491,124.3930943
13263.5,-45.64166362,122.9893758
13264,-46.16030251,121.5856574
13264.5,-46.71373457,120.1819389
13265,-47.11028343,118.12749
13265.5,-47.157134,118.12749
13266,-46.73544153,122.1115538
13266.5,-45.87974294,121.8685259
13267,-44.82016898,121.6679947
13267.5,-43.91951029,121.4674635
13268,-43.49996727,121.2669323
13268.5,-43.66556433,121.0491368
13269,-44.25528053,123.9707835
13269.5,-44.95778325,123.9707835
13270,-45.49169005,123.1739708
13270.5,-45.7212168,122.6726428
13271,-45.66265064,122.1713147
13271.5,-45.41997761,121.6699867
13272,-45.11003691,121.314741
13272.5,-44.80912035,123.3864542
13273,-44.5420148,125.564409
13273.5,-44.30043105,125.5463141
13274,-44.06084581,124.9146663
13274.5,-43.79576333,124.5105712
13275,-43.49171119,124.0883501
13275.5,-43.17506472,123.7291499
13276,-42.92621421,123.268645
13276.5,-42.84044523,122.9471425
13277,-42.95112072,123.2744524
13277.5,-43.20030122,123.7627606
13278,-43.49265343,124.0744608
13278.5,-43.778336,124.5649981
13279,-44.06759001,124.9918131
13279.5,-44.36476898,124.5503317
13280,-44.60601589,123.7577741
13280.5,-44.68625243,123.0938509
13281,-44.54987304,122.3463479
13281.5,-44.24268066,121.6244356
13282,-43.87305907,120.9025232
13282.5,-43.52751753,120.252324
13283,-43.22666864,120.5179283
13283.5,-42.94405933,121.6832669
13284,-42.64678966,123.187251
13284.5,-42.32033327,124.501992
13285,-41.9761329,124.6901284
13285.5,-41.64813838,124.8572377
13286,-41.37764535,125.0243471
13286.5,-41.18897105,125.1914564
13287,-41.07876552,125.3585657
13287.5,-41.03674091,125.5256751
13288,-41.0793494,125.6927844
13288.5,-41.25004631,125.8300133
13289,-41.57939334,125.3572377
13289.5,-42.04408716,124.9561753
13290,-42.56234901,124.5551129
13290.5,-43.04307689,124.1540505
13291,-43.45215735,123.7051793
13291.5,-43.84254646,121.938911
13292,-44.30590008,119.9335989
13292.5,-44.86712738,117.9282869
13293,-45.41394275,115.7370518
13293.5,-45.7450431,116.6922311
13294,-45.71206565,117.7450199
13294.5,-45.32787729,118.7978088
13295,-44.74207953,119.8505976
13295.5,-44.1228502,121.314741
13296,-43.57399265,121.314741
13296.5,-43.14787994,101.6632185
13297,-42.89144966,100
13297.5,-42.83858884,102
13298,-42.96488701,104
13298.5,-43.1796065,106
13299,-43.38638436,108
13299.5,-43.54822394,110
13300,-43.68940321,112
13300.5,-43.84532106,114
13301,-44.02265333,116
13301.5,-44.20282074,117.3387327
13302,-44.3693805,116.6503446
13302.5,-44.52276918,116.3941785
13303,-44.68128129,114.8401621
13303.5,-44.86026003,114.8996295
13304,-45.05290667,113.7001651
13304.5,-45.22037417,113.2270916
13305,-45.30369033,112.5498008
13305.5,-45.26247423,113.9442231
13306,-45.11386809,115.3386454
13306.5,-44.93548454,116.7330677
13307,-44.80666025,118.12749
13307.5,-44.73474249,117.7788845
13308,-44.63489212,117.4302789
13308.5,-44.40336531,117.0816733
13309,-44.01914945,116.7330677
13309.5,-43.56893254,116.2682603
13310,-43.16893418,116.2682603
13310.5,-42.86899209,117.9282869
13311,-42.6413062,118.9243028
13311.5,-42.44586071,117.5962815
13312,-42.29181117,116.2682603
13312.5,-42.2309298,114.940239
13313,-42.31322437,113.6122178
13313.5,-42.55869486,113.7616202
13314,-42.95895985,113.9110226
13314.5,-43.47514643,114.060425
13315,-44.0365857,114.2098274
13315.5,-44.57608726,114.4090305
13316,-45.08130231,114.4090305
13316.5,-45.59984755,115.4050465
13317,-46.1706027,116.002656
13317.5,-46.751287,116.7994688
13318,-47.23401083,115.6042497
13318.5,-47.52722924,114.4090305
13319,-47.61702215,115.648517
13319.5,-47.53704308,116.5781319
13320,-47.30655935,118.0432831
13320.5,-46.92575722,118.2055309
13321,-46.42968585,117.3261277
13321.5,-45.92213425,116.8623783
13322,-45.5265064,116.2574684
13322.5,-45.30211726,115.699247
13323,-45.20805397,115.1825208
13323.5,-45.15595322,114.3676419
13324,-45.08444829,114.4560786
13324.5,-44.98852843,115.8013649
13325,-44.88838568,116.7545974
13325.5,-44.79325046,117.8216999
13326,-44.69935414,117.8949558
13326.5,-44.60674088,116.3342152
13327,-44.52737156,115.4970227
13327.5,-44.45973964,114.541488
13328,-44.35976479,113.1183069
13328.5,-44.14407271,113.0361052
13329,-43.74219822,114.7222605
13329.5,-43.16661864,116.2193973
13330,-42.54493568,116.3014753
13330.5,-42.06598161,115.3651408
13331,-41.86967816,114.7090924
13331.5,-41.97795272,114.5001184
13332,-42.31790379,112.9050244
13332.5,-42.79574093,114.0358689
13333,-43.32801323,118.7553477
13333.5,-43.81327002,125.744147
13334,-44.12058911,127.8140633
13334.5,-44.14822021,135.7014015
13335,-43.89665051,137.1609655
13335.5,-43.46385952,116.314952
13336,-42.96626483,113.1875568
13336.5,-42.47909435,117.3657952
13337,-42.0580475,116.0069421
13337.5,-41.784664,118.806612
13338,-41.74176628,117.7150683
13338.5,-41.93714322,117.3309344
13339,-42.26995133,116.485475
13339.5,-42.59882913,115.7002022
13340,-42.84552966,115.8092285
13340.5,-43.03837912,116.0563004
13341,-43.25938018,116.4077396
13341.5,-43.55098791,116.5589955
13342,-43.86427959,116.8362333
13342.5,-44.08619356,117.0439087
13343,-44.12140121,117.2864099
13343.5,-43.9479674,117.5962815
13344,-43.60498685,117.5962815
13344.5,-43.1458394,117.0982736
13345,-42.62484049,116.7994688
13345.5,-42.13210217,116.500664
13346,-41.80579187,116.002656
13346.5,-41.75963212,116.002656
13347,-41.98631285,114.6746348
13347.5,-42.35814438,113.6786189
13348,-42.740286,112.6826029
13348.5,-43.09604567,111.686587
13349,-43.46246537,110.6905711
13349.5,-43.8379693,109.6945551
13350,-44.13330791,108.0345286
13350.5,-44.2478477,108.0345286
13351,-44.17094436,109.1412129
13351.5,-43.98379867,109.9712262
13352,-43.77045198,110.8012395
13352.5,-43.55979002,111.6312528
13353,-43.36875825,112.4612661
13353.5,-43.26691142,113.2912793
13354,-43.35344114,114.6746348
13354.5,-43.64737319,114.6746348
13355,-44.02096142,114.1434263
13355.5,-44.30334109,113.7450199
13356,-44.47889648,113.3466136
13356.5,-44.73075346,112.9482072
13357,-45.21242351,112.5498008
13357.5,-45.7583656,112.0185923
13358,-45.90202262,112.0185923
13358.5,-45.2790066,113.5679504
13359,-44.03852523,114.4975653
13359.5,-42.80451035,115.7370518
13360,-42.18659456,115.7370518
13360.5,-42.32598741,115.3386454
13361,-42.89593314,115.0996016
13361.5,-43.47529554,114.8605578
13362,-43.85777774,114.6215139
13362.5,-44.03870719,114.3824701
13363,-44.03744825,114.1434263
13363.5,-43.83365809,115.5378486
13364,-43.44221609,117.8618858
13364.5,-42.95098047,117.8618858
13365,-42.44434103,117.7653024
13365.5,-41.9371523,117.6928649
13366,-41.42854019,117.6204274
13366.5,-40.99632378,117.5479899
13367,-40.78348217,117.4755523
13367.5,-40.8763055,117.4031148
13368,-41.21577031,117.3306773
13368.5,-41.64537426,117.2582398
13369,-42.04369659,117.1858023
13369.5,-42.39446796,117.1133647
13370,-42.73864006,117.0409272
13370.5,-43.09281945,116.9684897
13371,-43.43768021,116.8960522
13371.5,-43.77300732,116.7994688
13372,-44.14311884,116.7994688
13372.5,-44.57648261,116.7994688
13373,-45.00292492,117.065073
13373.5,-45.26153504,117.065073
13374,-45.21435513,117.1978752
13374.5,-44.85985729,117.3306773
13375,-44.34170282,117.5962815
13375.5,-43.84079071,118.5922975
13376,-43.45051788,119.5883134
13376.5,-43.13103316,120.5843294
13377,-42.77096738,121.5803453
13377.5,-42.3063615,120.7337317
13378,-41.80478147,119.8871182
13378.5,-41.44091884,119.0405047
13379,-41.3814132,118.1938911
13379.5,-41.67560456,117.065073
13380,-42.24643701,117.065073
13380.5,-42.9721336,117.065073
13381,-43.75485922,117.065073
13381.5,-44.50606159,117.3306773
13382,-45.10124195,117.3849118
13382.5,-45.39819341,119.6012765
13383,-45.31487985,121.1003763
13383.5,-44.88160024,120.4485944
13384,-44.21884225,119.9712398
13384.5,-43.47822123,119.3445015
13385,-42.81261268,118.8454699
13385.5,-42.36867463,118.2344551
13386,-42.25445098,117.3538961
13386.5,-42.48284924,117.3077484
13387,-42.94145682,117.482494
13387.5,-43.42770795,117.5470648
13388,-43.73026236,117.6721766
13388.5,-43.72359769,117.7581541
13389,-43.43525114,117.8590312
13389.5,-43.04523273,117.7025232
13390,-42.79010651,117.5431607
13390.5,-42.81806041,117.3837981
13391,-43.11570047,117.2244356
13391.5,-43.56163508,117.065073
13392,-44.04541224,116.7994688
13392.5,-44.5165643,116.7994688
13393,-44.93427984,117.7025232
13393.5,-45.21747291,118.3798141
13394,-45.28454138,119.0571049
13394.5,-45.13567224,119.7343958
13395,-44.87055057,120.4116866
13395.5,-44.60873254,121.314741
13396,-44.40012488,121.314741
13396.5,-44.22023006,120.4293935
13397,-44.03570197,119.898185
13397.5,-43.84507966,119.189907
13398,-43.65485589,119.189907
13398.5,-43.44805095,120.2707019
13399,-43.20471539,120.9191789
13399.5,-42.95345577,121.5676558
13400,-42.78063976,122.6427623
13400.5,-42.76923204,122.6427623
13401,-42.92862776,121.8300133
13401.5,-43.18993174,121.2244356
13402,-43.4660217,120.252324
13402.5,-43.70920421,120.252324
13403,-43.91823758,125.564409
13403.5,-44.11239691,124.0398406
13404,-44.31652382,121.8459495
13404.5,-44.5567442,121.8459495
13405,-44.83913572,124.9623727
13405.5,-45.11493937,127.1155379
13406,-45.28713036,130.3452855
13406.5,-45.28201481,130.3452855
13407,-45.11725048,124.8950863
13407.5,-44.89046412,120.7835325
13408,-44.67916966,121.309429
13408.5,-44.46749644,121.9150066
13409,-44.18558547,122.5205843
13409.5,-43.81366884,123.126162
13410,-43.4152698,123.9707835
13410.5,-43.04578728,123.9707835
13411,-42.65645586,122.1345728
13411.5,-42.14989784,120.9907039
13412,-41.56530243,119.4555113
13412.5,-41.17437081,119.4555113
13413,-41.31647606,121.1957503
13413.5,-42.08096071,122.2454183
13414,-43.15391045,123.2950863
13414.5,-44.011782,124.3447543
13415,-44.30163034,125.3944223
13415.5,-44.05794046,126.3612218
13416,-43.58258018,117.3306773
13416.5,-43.15327151,119.0252324
13417,-42.84958997,121.2456839
13417.5,-42.60263638,123.4661355
13418,-42.33505501,126.0956175
13418.5,-42.02334563,122.5551129
13419,-41.67298524,118.2151394
13419.5,-41.29805301,114.6746348
13420,-40.94372328,116.188579
13420.5,-40.69498177,117.6600935
13421,-40.62681835,118.5971515
13421.5,-40.73637911,119.8192135
13422,-40.93856857,118.9993195
13422.5,-41.13725018,118.5391244
13423,-41.29062363,117.9752349
13423.5,-41.41878052,117.5800829
13424,-41.55658728,118.4041323
13424.5,-41.71435159,118.9440681
13425,-41.87811641,120.0377966
13425.5,-42.03333282,119.9166553
13426,-42.17898786,118.2151497
13426.5,-42.32474036,118.5296077
13427,-42.48006632,119.2966209
13427.5,-42.64366306,119.4772629
13428,-42.80106604,120.3756091
13428.5,-42.93885149,120.7835325
13429,-43.06766468,119.936255
13429.5,-43.22058751,118.8260292
13430,-43.41702893,117.8618858
13430.5,-43.61822359,121.5803453
13431,-43.72965542,121.0039841
13431.5,-43.66361502,120.2974768
13432,-43.40904735,119.7211155
13432.5,-43.04351004,121.2749004
13433,-42.67596406,123.1739708
13433.5,-42.37058578,123.1739708
13434,-42.11261266,120.0398406
13434.5,-41.83817354,118.0212483
13435,-41.50221695,115.2058433
13435.5,-41.13475008,115.2058433
13436,-40.83835273,115.9079239
13436.5,-40.72619619,116.3452855
13437,-40.8434658,116.7826472
13437.5,-41.13824711,117.2200089
13438,-41.50570929,117.6573705
13438.5,-41.86044928,118.0947322
13439,-42.17297209,118.6586985
13439.5,-42.45620881,118.873838
13440,-42.73869551,119.1766268
13440.5,-43.05220186,119.4555113
13441,-43.41203297,132.5232404
13441.5,-43.78341926,151.3280213
13442,-44.0664965,151.3280213
13442.5,-44.14341236,139.8362107
13443,-43.96759784,131.8964143
13443.5,-43.6107004,119.9867198
13444,-43.20901222,119.9867198
13444.5,-42.85372463,120.8950863
13445,-42.53445178,121.500664
13445.5,-42.18795509,122.377158
13446,-41.79854955,122.377158
13446.5,-41.44418409,120.705622
13447,-41.24124601,119.6290394
13447.5,-41.25193729,118.12749
13448,-41.44041477,118.12749
13448.5,-41.70497484,120.8818061
13449,-41.94749544,122.6427623
13449.5,-42.12621857,121.7255423
13450,-42.26952971,120.7835325
13450.5,-42.44890117,119.8415228
13451,-42.71424831,118.9243028
13451.5,-43.022092,119.1314741
13452,-43.218607,119.3333333
13452.5,-43.13346202,119.5351926
13453,-42.73015553,119.7370518
13453.5,-42.18051525,119.9867198
13454,-41.7689132,120.5515715
13454.5,-41.69531299,121.291722
13455,-41.95053059,122.0318725
13455.5,-42.36322065,122.772023
13456,-42.7513079,123.5121735
13456.5,-43.0411593,124.252324
13457,-43.2749156,124.9924746
13457.5,-43.54058672,125.8300133
13458,-43.88772568,124.4860558
13458.5,-44.27648461,122.9384684
13459,-44.58213263,121.3908809
13459.5,-44.66106787,119.7211155
13460,-44.44730353,120.6972112
13460.5,-44.00489387,121.7569721
13461,-43.48295398,122.8167331
13461.5,-43.00081039,123.876494
13462,-42.56777163,125.2988048
13462.5,-42.11685184,125.2988048
13463,-41.60936169,122.9561753
13463.5,-41.10392593,121.5431607
13464,-40.72099085,120.1301461
13464.5,-40.53988629,117.8618858
13465,-40.5306774,117.8618858
13465.5,-40.58231834,119.5511288
13466,-40.59683921,120.7622842
13466.5,-40.56340913,122.6427623
13467,-40.55197059,122.494617
13467.5,-40.64188297,120.8645665
13468,-40.85456143,119.17489
13468.5,-41.14734568,117.4471829
13469,-41.45782132,117.298747
13469.5,-41.74899252,117.7361881
13470,-42.02034645,122.2195022
13470.5,-42.28790971,124.8550457
13471,-42.56358541,129.4788782
13471.5,-42.85004012,130.56126
13472,-43.14284513,124.9272471
13472.5,-43.43123191,132.7443175
13473,-43.70200462,145.2966314
13473.5,-43.95823692,151.0127886
13474,-44.22786019,149.9640626
13474.5,-44.53890586,146.7425337
13475,-44.87091688,143.8911023
13475.5,-45.13403095,143.8911023
13476,-45.21507709,146.2616202
13476.5,-45.05758343,148.0278885
13477,-44.70710419,149.7941567
13477.5,-44.28192176,151.560425
13478,-43.8929847,153.187251
13478.5,-43.57580044,143.5316512
13479,-43.27890096,134.5825587
13479.5,-42.92130564,125.6334661
13480,-42.48082586,117.8618858
13480.5,-42.0433751,119.5750332
13481,-41.76266574,121.0889774
13481.5,-41.75212935,122.6029217
13482,-42.00070845,124.1168659
13482.5,-42.39118345,125.6584049
13483,-42.79594746,124.1759848
13483.5,-43.15183491,122.0242146
13484,-43.44950311,120.0041157
13484.5,-43.6756277,117.9335548
13485,-43.78668344,118.9593995
13485.5,-43.73765431,120.4930546
13486,-43.52915907,121.1959631
13486.5,-43.22528749,121.151106
13487,-42.9331384,120.7691392
13487.5,-42.76390684,120.5766782
13488,-42.79176261,120.4820862
13488.5,-43.02189611,121.6171
13489,-43.38477293,122.6433448
13489.5,-43.76759161,122.0500052
13490,-44.064168,121.2841313
13490.5,-44.21456031,120.4541833
13491,-44.21699892,119.4555113
13491.5,-44.11483196,120.0717132
13492,-43.97365357,120.8791501
13492.5,-43.85594947,121.5803453
13493,-43.79891557,121.3976096
13493.5,-43.80590177,121.2361222
13494,-43.85443676,121.0746348
13494.5,-43.91694047,120.9131474
13495,-43.97594106,120.75166
13495.5,-44.02787879,120.5179283
13496,-44.07730777,120.5179283
13496.5,-44.12896363,127.5174856
13497,-44.18343811,132.0256751
13497.5,-44.23905318,138.313413
13498,-44.2942489,138.313413
13498.5,-44.34748552,134.1895321
13499,-44.39774682,131.6205572
13499.5,-44.44909559,129.0515822
13500,-44.50662183,126.4826072
13500.5,-44.57009269,123.9136322
13501,-44.62841014,121.3446572
13501.5,-44.67011613,117.8618858
13502,-44.70453498,117.8618858
13502.5,-44.76582047,118.9193227
13503,-44.8919391,119.562417
13503.5,-45.09476149,120.2055113
13504,-45.35394064,120.8486056
13504.5,-45.62991939,121.314741
13505,-45.86870107,120.2213369
13505.5,-45.99674988,119.3638778
13506,-45.93440842,118.5064188
13506.5,-45.63567213,117.8618858
13507,-45.11722376,118.8499336
13507.5,-44.44348186,119.9867198
13508,-43.69076168,119.9867198
13508.5,-42.94003317,118.2848606
13509,-42.29767494,117.065073
13509.5,-41.8870442,118.3408588
13510,-41.78262534,119.7919433
13510.5,-41.94302765,121.2430279
13511,-42.22870223,122.9083665
13511.5,-42.50189991,122.1494024
13512,-42.7140661,121.2589641
13512.5,-42.90170791,120.3685259
13513,-43.11136509,119.4780877
13513.5,-43.34401761,118.12749
13514,-43.57013701,118.12749
13514.5,-43.77776768,119.4482072
13515,-43.98919283,120.5179283
13515.5,-44.22973929,119.7277556
13516,-44.48093871,118.7383798
13516.5,-44.67532419,117.749004
13517,-44.73977676,116.5338645
13517.5,-44.65196844,118.12749
13518,-44.45946066,118.12749
13518.5,-44.23964762,117.7031873
13519,-44.04434342,117.4063745
13519.5,-43.87430019,117.1095618
13520,-43.70219656,116.812749
13520.5,-43.51365447,116.5338645
13521,-43.32232712,117.4151394
13521.5,-43.1469537,118.2462151
13522,-42.98105086,119.0772908
13522.5,-42.79500707,119.9083665
13523,-42.57494416,120.7394422
13523.5,-42.35853824,122.1115538
13524,-42.22378368,122.1115538
13524.5,-42.23212577,120.8436255
13525,-42.37811295,119.9037185
13525.5,-42.59305175,118.9638114
13526,-42.80097298,118.0239044
13526.5,-42.96975698,117.065073
13527,-43.11620611,120.0703851
13527.5,-43.27158896,123.1374502
13528,-43.44752163,126.2045153
13528.5,-43.63000298,129.2715804
13529,-43.79879441,133.5325365
13529.5,-43.94986823,133.5325365
13530,-44.10269077,119.189907
13530.5,-44.28287195,127.8492696
13531,-44.48829942,137.5166003
13531.5,-44.66876662,137.5166003
13532,-44.74568772,127.6440903
13532.5,-44.66765306,120.7835325
13533,-44.45587831,121.0682603
13533.5,-44.19246722,121.3848606
13534,-43.95417915,121.7014608
13534.5,-43.75141446,122.0180611
13535,-43.53297264,122.3346614
13535.5,-43.25924991,122.6512616
13536,-42.96983338,122.9083665
13536.5,-42.77502172,122.6427623
13537,-42.77330183,122.3338868
13537.5,-42.96756048,122.0229031
13538,-43.25973375,121.6782107
13538.5,-43.53168027,121.3345042
13539,-43.73952573,120.9981056
13539.5,-43.93363876,120.6554734
13540,-44.183653,120.3172387
13540.5,-44.47677446,119.9881216
13541,-44.69245421,119.4418265
13541.5,-44.68456208,119.4736067
13542,-44.40551839,120.2207222
13542.5,-43.95994231,120.8155912
13543,-43.53630161,121.3054796
13543.5,-43.27553595,121.9040723
13544,-43.19324297,122.3564113
13544.5,-43.21058779,121.7357238
13545,-43.24468789,120.7835325
13545.5,-43.26174212,120.7835325
13546,-43.259775,121.225498
13546.5,-43.23113282,121.5420983
13547,-43.15923969,121.8586985
13547.5,-43.04467221,122.1752988
13548,-42.90880544,122.4918991
13548.5,-42.76682094,122.9083665
13549,-42.61133705,121.9601594
13549.5,-42.44041303,120.5750332
13550,-42.29862158,119.189907
13550.5,-42.26998068,117.8047809
13551,-42.41045421,116.4196547
13551.5,-42.69501543,115.0345286
13552,-43.04277778,113.6122178
13552.5,-43.39353032,114.623174
13553,-43.74546471,115.6620186
13553.5,-44.11243906,116.7008632
13554,-44.4575655,117.7397078
13554.5,-44.69183211,119.189907
13555,-44.74429261,119.189907
13555.5,-44.6273895,115.3811421
13556,-44.42795002,112.8154051
13556.5,-44.23862623,113.9434263
13557,-44.09751264,115.1702523
13557.5,-43.98164305,116.3970784
13558,-43.84590748,117.6239044
13558.5,-43.6692526,118.8507304
13559,-43.47909541,120.0775564
13559.5,-43.34381887,121.0491368
13560,-43.34046905,120.0929615
13560.5,-43.5115546,119.3014608
13561,-43.83326043,118.5099602
13561.5,-44.21662417,117.8618858
13562,-44.54554177,118.3001328
13562.5,-44.73085153,118.6711487
13563,-44.74922652,119.0421647
13563.5,-44.6469718,119.4131806
13564,-44.50291707,119.7841966
13564.5,-44.37611729,120.1552125
13565,-44.27473478,120.5262284
13565.5,-44.16979581,120.8972444
13566,-44.03963162,121.2682603
13566.5,-43.90204203,121.8459495
13567,-43.80372515,121.8459495
13567.5,-43.77992844,120.9893758
13568,-43.82572205,120.252324
13568.5,-43.90444046,120.3648738
13569,-43.9787444,120.5132802
13569.5,-44.0359204,120.6616866
13570,-44.08488428,120.810093
13570.5,-44.13766983,121.0491368
13571,-44.19599412,121.0491368
13571.5,-44.25554373,120.3160691
13572,-44.3148279,119.788402
13572.5,-44.37590975,119.2607348
13573,-44.43688923,118.7330677
13573.5,-44.49084087,118.2054006
13574,-44.53709612,117.6777335
13574.5,-44.58953565,116.7994688
13575,-44.66365768,116.7994688
13575.5,-44.74865863,118.3851262
13576,-44.79702738,119.5723772
13576.5,-44.75036462,120.7596282
13577,-44.58351524,121.5803453
13577.5,-44.32358976,121.062417
13578,-44.02618938,120.6666667
13578.5,-43.7359781,120.2709163
13579,-43.46869359,119.875166
13579.5,-43.21886337,119.4555113
13580,-42.97090926,120.9428951
13580.5,-42.70435212,122.5258964
13581,-42.40729838,124.501992
13581.5,-42.10217511,122.4324923
13582,-41.85575584,120.7835325
13582.5,-41.74589721,119.1345728
13583,-41.80373697,117.8618858
13583.5,-41.9866377,119.563081
13584,-42.21203144,121.5803453
13584.5,-42.4180052,121.5803453
13585,-42.59401579,117.3306773
13585.5,-42.76351495,117.3306773
13586,-42.94527902,118.0956175
13586.5,-43.13802957,118.9860558
13587,-43.33057831,119.7211155
13587.5,-43.51684864,119.0239044
13588,-43.69970109,118.4302789
13588.5,-43.8833537,117.8366534
13589,-44.06917487,117.3306773
13589.5,-44.25625803,118.6175299
13590,-44.44342179,119.7388225
13590.5,-44.62715112,120.8601151
13591,-44.78926446,121.8459495
13591.5,-44.88770155,120.8109783
13592,-44.87001354,119.8875609
13592.5,-44.70136097,118.9641434
13593,-44.38867136,118.12749
13593.5,-43.97785264,119.0799469
13594,-43.5277013,119.9505976
13594.5,-43.08432685,120.8212483
13595,-42.67612319,121.6918991
13595.5,-42.33070251,122.5625498
13596,-42.09847908,123.9707835
